elapsed_time,highest_quality,iteration
1409,4309,845
1411,4309,846
1412,4309,847
1415,4309,848
1417,4309,849
1419,4309,850
1420,4309,851
1422,4309,852
1424,4309,853
1426,4309,854
1427,4309,855
1428,4309,856
1430,4309,857
1431,4309,858
1434,4309,859
1437,4309,860
1439,4309,861
1441,4309,862
1444,4309,863
1445,4309,864
1447,4309,865
1448,4309,866
1449,4309,867
1451,4309,868
1452,4309,869
1455,4309,870
1456,4309,871
1458,4309,872
1461,4309,873
1464,4309,874
1467,4309,875
1469,4309,876
1471,4309,877
1473,4309,878
1475,4309,879
1476,4309,880
1477,4309,881
1478,4309,882
1478,4309,883
1480,4309,884
1481,4309,885
1483,4309,886
1484,4309,887
1486,4309,888
1487,4309,889
1488,4309,890
1489,4309,891
1492,4309,892
1494,4309,893
1496,4309,894
1497,4309,895
1499,4309,896
1500,4309,897
1502,4309,898
1503,4309,899
1505,4309,900
1507,4309,901
1509,4309,902
1510,4309,903
1511,4309,904
1512,4309,905
1513,4309,906
1516,4309,907
1516,4309,908
1518,4309,909
1520,4309,910
1523,4309,911
1524,4309,912
1525,4309,913
1527,4309,914
1528,4309,915
1528,4309,916
1532,4309,917
1533,4309,918
1533,4309,919
1535,4309,920
1536,4309,921
1537,4309,922
1538,4309,923
1539,4309,924
1541,4309,925
1543,4309,926
1544,4309,927
1545,4309,928
1547,4309,929
1548,4309,930
1551,4309,931
1554,4309,932
1555,4309,933
1558,4309,934
1558,4309,935
1560,4309,936
1561,4309,937
1562,4309,938
1563,4309,939
1565,4309,940
1566,4309,941
1568,4309,942
1569,4309,943
1572,4309,944
1573,4309,945
1576,4309,946
1578,4309,947
1581,4309,948
1584,4309,949
1585,4309,950
1586,4309,951
1587,4309,952
1589,4309,953
1591,4309,954
1592,4309,955
1595,4309,956
1596,4309,957
1597,4309,958
1598,4309,959
1600,4309,960
1601,4309,961
1603,4309,962
1605,4309,963
1606,4309,964
1607,4309,965
1609,4309,966
1610,4309,967
1612,4309,968
1613,4309,969
1615,4309,970
1615,4309,971
1618,4309,972
1619,4309,973
1621,4309,974
1622,4309,975
1623,4309,976
1625,4309,977
1627,4309,978
1629,4309,979
1631,4309,980
1632,4309,981
1634,4309,982
1635,4309,983
1637,4309,984
1638,4309,985
1641,4309,986
1643,4309,987
1644,4309,988
1645,4309,989
1647,4309,990
1649,4309,991
1650,4309,992
1653,4309,993
1654,4309,994
1655,4309,995
1658,4309,996
1659,4309,997
1662,4309,998
1664,4309,999
1666,4309,1000
1669,4309,1001
1670,4309,1002
1670,4309,1003
1671,4309,1004
1672,4309,1005
1675,4309,1006
1676,4309,1007
1678,4309,1008
1681,4309,1009
1681,4309,1010
1683,4309,1011
1684,4309,1012
1685,4309,1013
1688,4309,1014
1689,4309,1015
1690,4309,1016
1691,4309,1017
1692,4309,1018
1693,4309,1019
1694,4309,1020
1695,4309,1021
1697,4309,1022
1698,4309,1023
1701,4309,1024
1703,4309,1025
1704,4309,1026
1705,4309,1027
1708,4309,1028
1711,4309,1029
1712,4309,1030
1714,4309,1031
1715,4309,1032
1717,4309,1033
1719,4309,1034
1722,4309,1035
1723,4309,1036
1725,4309,1037
1726,4309,1038
1727,4309,1039
1728,4309,1040
1728,4309,1041
1731,4309,1042
1732,4309,1043
1734,4309,1044
1736,4309,1045
1738,4309,1046
1741,4309,1047
1743,4309,1048
1745,4309,1049
1748,4309,1050
1749,4309,1051
1750,4309,1052
1751,4309,1053
1752,4309,1054
1753,4309,1055
1754,4309,1056
1755,4309,1057
1757,4309,1058
1758,4309,1059
1760,4309,1060
1761,4309,1061
1763,4309,1062
1765,4309,1063
1768,4309,1064
1769,4309,1065
1771,4309,1066
1772,4309,1067
1774,4309,1068
1777,4309,1069
1780,4309,1070
1781,4309,1071
1783,4309,1072
1785,4309,1073
1788,4309,1074
1789,4309,1075
1791,4309,1076
1793,4309,1077
1796,4309,1078
1796,4309,1079
1798,4309,1080
1799,4309,1081
1800,4309,1082
1800,4309,1083
1802,4309,1084
1804,4309,1085
1805,4309,1086
1807,4309,1087
1809,4309,1088
1811,4309,1089
1813,4309,1090
1813,4309,1091
1816,4309,1092
1817,4309,1093
1819,4309,1094
1819,4309,1095
1821,4309,1096
1821,4309,1097
1823,4309,1098
1824,4309,1099
1825,4309,1100
1827,4309,1101
1829,4309,1102
1830,4309,1103
1833,4309,1104
1834,4309,1105
1835,4309,1106
1836,4309,1107
1838,4309,1108
1839,4309,1109
1841,4309,1110
1842,4309,1111
1845,4309,1112
1847,4309,1113
1848,4309,1114
1849,4309,1115
1850,4309,1116
1851,4309,1117
1854,4309,1118
1856,4309,1119
1857,4309,1120
1857,4309,1121
1859,4309,1122
1860,4309,1123
1861,4309,1124
1862,4309,1125
1864,4309,1126
1867,4309,1127
1868,4309,1128
1869,4309,1129
1870,4309,1130
1872,4309,1131
1872,4309,1132
1874,4309,1133
1875,4309,1134
1877,4309,1135
1878,4309,1136
1879,4309,1137
1879,4309,1138
1880,4309,1139
1882,4309,1140
1883,4309,1141
1884,4309,1142
1887,4309,1143
1888,4309,1144
1890,4309,1145
1892,4309,1146
1894,4309,1147
1895,4309,1148
1896,4309,1149
1899,4309,1150
1900,4309,1151
1901,4309,1152
1904,4309,1153
1905,4309,1154
1906,4309,1155
1908,4309,1156
1909,4309,1157
1911,4309,1158
1913,4309,1159
1916,4309,1160
1919,4309,1161
1921,4309,1162
1922,4309,1163
1925,4309,1164
1927,4309,1165
1930,4309,1166
1932,4309,1167
1935,4309,1168
1936,4309,1169
1936,4309,1170
1938,4309,1171
1938,4309,1172
1941,4309,1173
1943,4309,1174
1945,4309,1175
1946,4309,1176
1950,4309,1177
1953,4309,1178
1955,4309,1179
1958,4309,1180
1960,4309,1181
1962,4309,1182
1964,4309,1183
1966,4309,1184
1968,4309,1185
1970,4309,1186
1972,4309,1187
1974,4309,1188
1975,4309,1189
1977,4309,1190
1977,4309,1191
1980,4309,1192
1981,4309,1193
1983,4309,1194
1985,4309,1195
1986,4309,1196
1987,4309,1197
1990,4309,1198
1991,4309,1199
1992,4309,1200
1994,4309,1201
1996,4309,1202
1998,4309,1203
1999,4309,1204
2001,4309,1205
2003,4309,1206
2003,4309,1207
2005,4309,1208
2006,4309,1209
2008,4309,1210
2010,4309,1211
2012,4309,1212
2015,4309,1213
2017,4309,1214
2019,4309,1215
2021,4309,1216
2022,4309,1217
2024,4309,1218
2025,4309,1219
2027,4309,1220
2028,4309,1221
2030,4309,1222
2032,4309,1223
2033,4309,1224
2035,4309,1225
2036,4309,1226
2038,4309,1227
2039,4309,1228
2039,4309,1229
2041,4309,1230
2041,4309,1231
2042,4309,1232
2045,4309,1233
2046,4309,1234
2048,4309,1235
2049,4309,1236
2050,4309,1237
2051,4309,1238
2052,4309,1239
2053,4309,1240
2055,4309,1241
2057,4309,1242
2058,4309,1243
2060,4309,1244
2062,4309,1245
2065,4309,1246
2065,4309,1247
2066,4309,1248
2067,4309,1249
2068,4309,1250
2069,4309,1251
2070,4309,1252
2071,4309,1253
2072,4309,1254
2073,4309,1255
2076,4309,1256
2079,4309,1257
2082,4309,1258
2083,4309,1259
2085,4309,1260
2088,4309,1261
2089,4309,1262
2092,4309,1263
2093,4309,1264
2095,4309,1265
2096,4309,1266
2098,4309,1267
2101,4309,1268
2103,4309,1269
2105,4309,1270
2107,4309,1271
2107,4309,1272
2108,4309,1273
2111,4309,1274
2112,4309,1275
2115,4309,1276
2119,4309,1277
2121,4309,1278
2122,4309,1279
2125,4309,1280
2126,4309,1281
2127,4309,1282
2129,4309,1283
2131,4309,1284
2134,4309,1285
2135,4309,1286
2136,4309,1287
2138,4309,1288
2140,4309,1289
2142,4309,1290
2145,4309,1291
2147,4309,1292
2149,4309,1293
2152,4309,1294
2155,4309,1295
2156,4309,1296
2159,4309,1297
2160,4309,1298
2163,4309,1299
2165,4309,1300
2167,4309,1301
2168,4309,1302
2169,4309,1303
2171,4309,1304
2172,4309,1305
2174,4309,1306
2174,4309,1307
2176,4309,1308
2178,4309,1309
2179,4309,1310
2181,4309,1311
2182,4309,1312
2184,4309,1313
2186,4309,1314
2187,4309,1315
2189,4309,1316
2190,4309,1317
2190,4309,1318
2193,4309,1319
2194,4309,1320
2197,4309,1321
2198,4309,1322
2201,4309,1323
2203,4309,1324
2204,4309,1325
2206,4309,1326
2209,4309,1327
2211,4309,1328
2212,4309,1329
2213,4309,1330
2215,4309,1331
2217,4309,1332
2218,4309,1333
2222,4309,1334
2224,4309,1335
2226,4309,1336
2228,4309,1337
2230,4309,1338
2231,4309,1339
2232,4309,1340
2234,4309,1341
2234,4309,1342
2237,4309,1343
2239,4309,1344
2240,4309,1345
2240,4309,1346
2242,4309,1347
2243,4309,1348
2245,4309,1349
2247,4309,1350
2251,4309,1351
2253,4309,1352
2255,4309,1353
2255,4309,1354
2256,4309,1355
2258,4309,1356
2260,4309,1357
2263,4309,1358
2264,4309,1359
2267,4309,1360
2268,4309,1361
2270,4309,1362
2272,4309,1363
2274,4309,1364
2276,4309,1365
2277,4309,1366
2279,4309,1367
2281,4309,1368
2283,4309,1369
2285,4309,1370
2287,4309,1371
2289,4309,1372
2291,4309,1373
2293,4309,1374
2296,4309,1375
2298,4309,1376
2300,4309,1377
2303,4309,1378
2304,4309,1379
2307,4309,1380
2309,4309,1381
2310,4309,1382
2312,4309,1383
2313,4309,1384
2316,4309,1385
2318,4309,1386
2321,4309,1387
2322,4309,1388
2323,4309,1389
2323,4309,1390
2325,4309,1391
2326,4309,1392
2329,4309,1393
2331,4309,1394
2333,4309,1395
2334,4309,1396
2336,4309,1397
2337,4309,1398
2340,4309,1399
2341,4309,1400
2342,4309,1401
2343,4309,1402
2344,4309,1403
2345,4309,1404
2346,4309,1405
2347,4309,1406
2349,4309,1407
2350,4309,1408
2350,4309,1409
2352,4309,1410
2353,4309,1411
2356,4309,1412
2358,4309,1413
2359,4309,1414
2360,4309,1415
2362,4309,1416
2364,4309,1417
2366,4309,1418
2367,4309,1419
2369,4309,1420
2371,4309,1421
2373,4309,1422
2376,4309,1423
2377,4309,1424
2378,4309,1425
2380,4309,1426
2381,4309,1427
2382,4309,1428
2385,4309,1429
2387,4309,1430
2389,4309,1431
2390,4309,1432
2392,4309,1433
2395,4309,1434
2397,4309,1435
2398,4309,1436
2400,4309,1437
2401,4309,1438
2402,4309,1439
2403,4309,1440
2403,4309,1441
2404,4309,1442
2406,4309,1443
2409,4309,1444
2410,4309,1445
2412,4309,1446
2414,4309,1447
2415,4309,1448
2416,4309,1449
2417,4309,1450
2419,4309,1451
2421,4309,1452
2423,4309,1453
2426,4309,1454
2427,4309,1455
2428,4309,1456
2431,4309,1457
2433,4309,1458
2435,4309,1459
2438,4309,1460
2440,4309,1461
2441,4309,1462
2444,4309,1463
2447,4309,1464
2447,4309,1465
2449,4309,1466
2452,4309,1467
2454,4309,1468
2457,4309,1469
2460,4309,1470
2460,4309,1471
2462,4309,1472
2463,4309,1473
2466,4309,1474
2468,4309,1475
2470,4309,1476
2471,4309,1477
2472,4309,1478
2475,4309,1479
2475,4309,1480
2478,4309,1481
2480,4309,1482
2482,4309,1483
2484,4309,1484
2484,4309,1485
2487,4309,1486
2488,4309,1487
2490,4309,1488
2493,4309,1489
2495,4309,1490
2498,4309,1491
2499,4309,1492
2501,4309,1493
2503,4309,1494
2504,4309,1495
2504,4309,1496
2505,4309,1497
2508,4309,1498
2509,4309,1499
2511,4309,1500
2511,4309,1501
2513,4309,1502
2515,4309,1503
2516,4309,1504
2518,4309,1505
2520,4309,1506
2522,4309,1507
2524,4309,1508
2525,4309,1509
2525,4309,1510
2528,4309,1511
2529,4309,1512
2531,4309,1513
2533,4309,1514
2535,4309,1515
2537,4309,1516
2539,4309,1517
2542,4309,1518
2543,4309,1519
2545,4309,1520
2547,4309,1521
2548,4309,1522
2552,4309,1523
2554,4309,1524
2557,4309,1525
2560,4309,1526
2562,4309,1527
2563,4309,1528
2564,4309,1529
2566,4309,1530
2569,4309,1531
2571,4309,1532
2572,4309,1533
2573,4309,1534
2575,4309,1535
2576,4309,1536
2579,4309,1537
2580,4309,1538
2581,4309,1539
2582,4309,1540
2583,4309,1541
2586,4309,1542
2586,4309,1543
2587,4309,1544
2590,4309,1545
2591,4309,1546
2595,4309,1547
2596,4309,1548
2597,4309,1549
2600,4309,1550
2600,4309,1551
2601,4309,1552
2602,4309,1553
2603,4309,1554
2606,4309,1555
2607,4309,1556
2609,4309,1557
2611,4309,1558
2614,4309,1559
2616,4309,1560
2618,4309,1561
2621,4309,1562
2622,4309,1563
2624,4309,1564
2625,4309,1565
2625,4309,1566
2627,4309,1567
2631,4309,1568
2632,4309,1569
2632,4309,1570
2633,4309,1571
2634,4309,1572
2635,4309,1573
2638,4309,1574
2639,4309,1575
2640,4309,1576
2643,4309,1577
2646,4309,1578
2647,4309,1579
2650,4309,1580
2651,4309,1581
2653,4309,1582
2654,4309,1583
2655,4309,1584
2657,4309,1585
2658,4309,1586
2659,4309,1587
2661,4309,1588
2662,4309,1589
2665,4309,1590
2667,4309,1591
2669,4309,1592
2670,4309,1593
2673,4309,1594
2673,4309,1595
2674,4309,1596
2677,4309,1597
2678,4309,1598
2680,4309,1599
2683,4309,1600
2684,4309,1601
2685,4309,1602
2688,4309,1603
2691,4309,1604
2693,4309,1605
2695,4309,1606
2697,4309,1607
2699,4309,1608
2702,4309,1609
2702,4309,1610
2704,4309,1611
2705,4309,1612
2707,4309,1613
2709,4309,1614
2710,4309,1615
2711,4309,1616
2713,4309,1617
2715,4309,1618
2717,4309,1619
2718,4309,1620
2719,4309,1621
2719,4309,1622
2721,4309,1623
2722,4309,1624
2723,4309,1625
2725,4309,1626
2727,4309,1627
2729,4309,1628
2730,4309,1629
2733,4309,1630
2734,4309,1631
2734,4309,1632
2735,4309,1633
2737,4309,1634
2739,4309,1635
2740,4309,1636
2742,4309,1637
2743,4309,1638
2745,4309,1639
2747,4309,1640
2748,4309,1641
2748,4309,1642
2749,4309,1643
2751,4309,1644
2752,4309,1645
2753,4309,1646
2754,4309,1647
2755,4309,1648
2756,4309,1649
2759,4309,1650
2760,4309,1651
2761,4309,1652
2761,4309,1653
2763,4309,1654
2765,4309,1655
2768,4309,1656
2769,4309,1657
2770,4309,1658
2772,4309,1659
2773,4309,1660
2774,4309,1661
2775,4309,1662
2777,4309,1663
2778,4309,1664
2779,4309,1665
2782,4309,1666
2785,4309,1667
2786,4309,1668
2787,4309,1669
2790,4309,1670
2792,4309,1671
2793,4309,1672
2795,4309,1673
2797,4309,1674
2799,4309,1675
2800,4309,1676
2801,4309,1677
2802,4309,1678
2806,4309,1679
2808,4309,1680
2811,4309,1681
2812,4309,1682
2813,4309,1683
2816,4309,1684
2818,4309,1685
2819,4309,1686
2822,4309,1687
2823,4309,1688
2825,4309,1689
2828,4309,1690
2830,4309,1691
2831,4309,1692
2833,4309,1693
2836,4309,1694
2837,4309,1695
2838,4309,1696
2839,4309,1697
2842,4309,1698
2844,4309,1699
2846,4309,1700
2848,4309,1701
2848,4309,1702
2850,4309,1703
2853,4309,1704
2854,4309,1705
2855,4309,1706
2857,4309,1707
2858,4309,1708
2861,4309,1709
2862,4309,1710
2865,4309,1711
2867,4309,1712
2870,4309,1713
2872,4309,1714
2873,4309,1715
2874,4309,1716
2875,4309,1717
2876,4309,1718
2878,4309,1719
2881,4309,1720
2883,4309,1721
2885,4309,1722
2888,4309,1723
2888,4309,1724
2889,4309,1725
2891,4309,1726
2892,4309,1727
2893,4309,1728
2895,4309,1729
